comment,value,organisms,proteins,EC
"#4# x * 37000, SDS-PAGE <97>",37000.0,Bacillus subtilis,,3.4.21.107
"#42# enzyme dodecamer, mass spectrometry <100>",270100.0,Escherichia coli K-12,['P39099'],3.4.21.107
"#42# enzyme monomer, mass spectrometry <100>",44840.0,Escherichia coli K-12,['P39099'],3.4.21.107
"#42# enzyme tetracosamer, mass spectrometry <100>",553100.0,Escherichia coli K-12,['P39099'],3.4.21.107
"#42# 12 * 44835, mass spectrometry <100>; #42# 24 * 44835, mass spectrometry <100>; #42# 6 * 44835, mass spectrometry <100>",44835.0,Escherichia coli K-12,['P39099'],3.4.21.107
"#5# Western blot analysis, processed protein <26>; #7# x * 42000, SDS-PAGE <80>",42000.0,Homo sapiens,,3.4.21.107
"#5# Western blot analysis, processed protein <26>; #7# x * 42000, SDS-PAGE <80>",42000.0,Mus musculus,,3.4.21.107
#56# gel fitration <103>,120000.0,Homo sapiens,['P83105'],3.4.21.107
"#6# gel filtration, 2 forms: 300000 Da and 500000 Da <2>; #6# gel filtration, hexameric form <9>",300000.0,Escherichia coli,#6# alpha-subunit of Fdh3 <4>,3.4.21.107
"#6# gel filtration, 2 forms: 300000 Da and 500000 Da <2>",500000.0,Escherichia coli,#6# alpha-subunit of Fdh3 <4>,3.4.21.107
"#6# 10 * 54000, SDS-PAGE, enzyme exists in 3 different forms: pentamer, hexamer and decamer <2>; #6# 5 * 54000, SDS-PAGE, enzyme exists in 3 different forms: pentamer, hexamer and decamer <2>; #6# 6 * 54000, SDS-PAGE, enzyme exists in 3 different forms: pentamer, hexamer and decamer <2>",54000.0,Escherichia coli,#6# alpha-subunit of Fdh3 <4>,3.4.21.107
"#6# above, gel filtration <3>",200000.0,Escherichia coli,#6# alpha-subunit of Fdh3 <4>,3.4.21.107
"#6# precursor protein, SDS-PAGE <6>",51000.0,Escherichia coli,#6# alpha-subunit of Fdh3 <4>,3.4.21.107
"#6# 6 * 46000, mass spectroscopy <19>; #6# 7 * 46000, mass spectroscopy <19>",46000.0,Escherichia coli,#6# alpha-subunit of Fdh3 <4>,3.4.21.107
"#6# 6 * 44000, gel filtration, SDS-PAGE <3>",44000.0,Escherichia coli,#6# alpha-subunit of Fdh3 <4>,3.4.21.107
#6# SDS-PAGE <8>,48000.0,Escherichia coli,#6# alpha-subunit of Fdh3 <4>,3.4.21.107
"#6# heptameric form, gel filtration <19>",328000.0,Escherichia coli,#6# alpha-subunit of Fdh3 <4>,3.4.21.107
"#6# hexameric form, gel filtration <19>",281000.0,Escherichia coli,#6# alpha-subunit of Fdh3 <4>,3.4.21.107
#6# sedimentation analysis <19>,274000.0,Escherichia coli,#6# alpha-subunit of Fdh3 <4>,3.4.21.107
"#7# x * 70000, about 70000 kDa, GST-tagged enzyme, SDS-PAGE <84>",70000.0,Homo sapiens,,3.4.21.107
"#7# x * 35000, recombinant wild-type and mutant enzyme, SDS-PAGE <42>",35000.0,Homo sapiens,,3.4.21.107
"#2# calculated from nucleotide sequence <7>; #6# mass spectroscopy experiments <6>; #6# determined by SDS-PAGE and Western Blot analysis <43>; #23# cleaved form, mitochondrial import <47>; #23# dOmi-L, determined by SDS-PAGE and Western Blot analysis <45>; #4# endogenous Omi, SDS-PAGE <70>; #4# endogenous Omi/HtrA2, SDS-PAGE <63>",35000.0,Mammalia,['Q9VFJ3'],3.4.21.108
"#2# calculated from nucleotide sequence <7>; #6# mass spectroscopy experiments <6>; #6# determined by SDS-PAGE and Western Blot analysis <43>; #23# cleaved form, mitochondrial import <47>; #23# dOmi-L, determined by SDS-PAGE and Western Blot analysis <45>; #4# endogenous Omi, SDS-PAGE <70>; #4# endogenous Omi/HtrA2, SDS-PAGE <63>",35000.0,Homo sapiens,['Q9VFJ3'],3.4.21.108
"#2# calculated from nucleotide sequence <7>; #6# mass spectroscopy experiments <6>; #6# determined by SDS-PAGE and Western Blot analysis <43>; #23# cleaved form, mitochondrial import <47>; #23# dOmi-L, determined by SDS-PAGE and Western Blot analysis <45>; #4# endogenous Omi, SDS-PAGE <70>; #4# endogenous Omi/HtrA2, SDS-PAGE <63>",35000.0,Mus musculus,['Q9VFJ3'],3.4.21.108
"#2# calculated from nucleotide sequence <7>; #6# mass spectroscopy experiments <6>; #6# determined by SDS-PAGE and Western Blot analysis <43>; #23# cleaved form, mitochondrial import <47>; #23# dOmi-L, determined by SDS-PAGE and Western Blot analysis <45>; #4# endogenous Omi, SDS-PAGE <70>; #4# endogenous Omi/HtrA2, SDS-PAGE <63>",35000.0,Drosophila melanogaster,['Q9VFJ3'],3.4.21.108
"#2# gel filtration <12>; #6# determined by gel filtration <44>; #6# trimer, determined by gel filtration <50>",110000.0,Mammalia,,3.4.21.108
"#2# gel filtration <12>; #6# determined by gel filtration <44>; #6# trimer, determined by gel filtration <50>",110000.0,Homo sapiens,,3.4.21.108
"#6# mature protein, SDS-PAGE <11>; #6# predicted <44>; #6# mature HtrA2, subcellular fractionationing <36>; #6# cleaved, activated form <50>; #22# HtrA2, determined by SDS-PAGE and Western Blot analysis <58>; #6# Western blot, mature form <68>; #2# 3 * 36000, gel filtration <12>",36000.0,Mammalia,['O43464'],3.4.21.108
"#6# mature protein, SDS-PAGE <11>; #6# predicted <44>; #6# mature HtrA2, subcellular fractionationing <36>; #6# cleaved, activated form <50>; #22# HtrA2, determined by SDS-PAGE and Western Blot analysis <58>; #6# Western blot, mature form <68>; #2# 3 * 36000, gel filtration <12>",36000.0,Homo sapiens,['O43464'],3.4.21.108
"#6# mature protein, SDS-PAGE <11>; #6# predicted <44>; #6# mature HtrA2, subcellular fractionationing <36>; #6# cleaved, activated form <50>; #22# HtrA2, determined by SDS-PAGE and Western Blot analysis <58>; #6# Western blot, mature form <68>; #2# 3 * 36000, gel filtration <12>",36000.0,Homo sapiens,['O43464'],3.4.21.108
#22# SDS-PAGE <14>,42000.0,Homo sapiens,['O43464'],3.4.21.108
"#22# pro-HtrA2, determined by SDS-PAGE and Western Blot analysis <58>",49000.0,Homo sapiens,['O43464'],3.4.21.108
#22# low molecular masses detected due to full-length HtrA2/Omi regions or amino acid residues that are very susceptible to a high degree of proteolytic events in Escherichia coli expression systems <32>,,Homo sapiens,['O43464'],3.4.21.108
,48840.0,Homo sapiens,['O43464'],3.4.21.108
#23# full-length protein <47>,46000.0,Drosophila melanogaster,['Q9VFJ3'],3.4.21.108
"#23# dOmi-S, determined by SDS-PAGE and Western Blot analysis <45>",33000.0,Drosophila melanogaster,['Q9VFJ3'],3.4.21.108
"#27# x * 47620, calculated, immature protein, x * 37900, calculated, mature protein, x * 37000, SDS-PAGE of mature protein <82>",37900.0,Penaeus monodon,['U3N4T1'],3.4.21.108
"#27# x * 47620, calculated, immature protein, x * 37900, calculated, mature protein, x * 37000, SDS-PAGE of mature protein <82>",47620.0,Penaeus monodon,['U3N4T1'],3.4.21.108
#4# by immunoblotting <34>,60000.0,Mus musculus,,3.4.21.108
,77000.0,Mus musculus,,3.4.21.108
#4# mature HtrA2 protein <59>,39000.0,Mus musculus,,3.4.21.108
"#4# GST-HtrA2, calculated by the Compute pI/Mw method at the ExPASy proteomics server of the Swiss Institute of Bioinformatics <34>",61790.0,Mus musculus,,3.4.21.108
"#23# cleaved form, mitochondrial import <47>; #4# processed HtrA2, determined by SDS-PAGE and Western Blot analysis <56>; #27# x * 47620, calculated, immature protein, x * 37900, calculated, mature protein, x * 37000, SDS-PAGE of mature protein <82>",37000.0,Mus musculus,['U3N4T1'],3.4.21.108
"#23# cleaved form, mitochondrial import <47>; #4# processed HtrA2, determined by SDS-PAGE and Western Blot analysis <56>; #27# x * 47620, calculated, immature protein, x * 37900, calculated, mature protein, x * 37000, SDS-PAGE of mature protein <82>",37000.0,Mus musculus,['Q9VFJ3'],3.4.21.108
"#23# cleaved form, mitochondrial import <47>; #4# processed HtrA2, determined by SDS-PAGE and Western Blot analysis <56>; #27# x * 47620, calculated, immature protein, x * 37900, calculated, mature protein, x * 37000, SDS-PAGE of mature protein <82>",37000.0,Penaeus monodon,['U3N4T1'],3.4.21.108
"#23# cleaved form, mitochondrial import <47>; #4# processed HtrA2, determined by SDS-PAGE and Western Blot analysis <56>; #27# x * 47620, calculated, immature protein, x * 37900, calculated, mature protein, x * 37000, SDS-PAGE of mature protein <82>",37000.0,Penaeus monodon,['Q9VFJ3'],3.4.21.108
"#23# cleaved form, mitochondrial import <47>; #4# processed HtrA2, determined by SDS-PAGE and Western Blot analysis <56>; #27# x * 47620, calculated, immature protein, x * 37900, calculated, mature protein, x * 37000, SDS-PAGE of mature protein <82>",37000.0,Drosophila melanogaster,['U3N4T1'],3.4.21.108
"#23# cleaved form, mitochondrial import <47>; #4# processed HtrA2, determined by SDS-PAGE and Western Blot analysis <56>; #27# x * 47620, calculated, immature protein, x * 37900, calculated, mature protein, x * 37000, SDS-PAGE of mature protein <82>",37000.0,Drosophila melanogaster,['Q9VFJ3'],3.4.21.108
"#6# most of the purified GST-HtrA2 delta 133 proteins <22>; #4# GST-HtrA2, by immunoblotting <34>",63000.0,Mus musculus,,3.4.21.108
"#6# most of the purified GST-HtrA2 delta 133 proteins <22>; #4# GST-HtrA2, by immunoblotting <34>",63000.0,Homo sapiens,,3.4.21.108
"#22# calculated from nucleic acid sequence, SDS-PAGE <4>; #6# full-length HtrA2 <36>; #6# precursor HtrA2 <50>; #4# unprocessed HtrA2, determined by SDS-PAGE and Western Blot analysis <56>",50000.0,Mus musculus,['O43464'],3.4.21.108
"#22# calculated from nucleic acid sequence, SDS-PAGE <4>; #6# full-length HtrA2 <36>; #6# precursor HtrA2 <50>; #4# unprocessed HtrA2, determined by SDS-PAGE and Western Blot analysis <56>",50000.0,Homo sapiens,['O43464'],3.4.21.108
"#22# calculated from nucleic acid sequence, SDS-PAGE <4>; #6# full-length HtrA2 <36>; #6# precursor HtrA2 <50>; #4# unprocessed HtrA2, determined by SDS-PAGE and Western Blot analysis <56>",50000.0,Homo sapiens,['O43464'],3.4.21.108
#6# determined by SDS-PAGE and Western Blot analysis <49>,40000.0,Homo sapiens,,3.4.21.108
"#6# HtrA2 precursor, determined by SDS-PAGE and Western blot analysis <54>",49500.0,Homo sapiens,,3.4.21.108
"#6# mature HtrA2, determined by SDS-PAGE and Western blot analysis <54>",37400.0,Homo sapiens,,3.4.21.108
"#6# SDS-PAGE <5>; #23# unprocessed dOmi, determined by SDS-PAGE and Western Blot analysis <45>",38000.0,Homo sapiens,['Q9VFJ3'],3.4.21.108
"#6# SDS-PAGE <5>; #23# unprocessed dOmi, determined by SDS-PAGE and Western Blot analysis <45>",38000.0,Drosophila melanogaster,['Q9VFJ3'],3.4.21.108
"#3# Western blot analysis, post-translational processed enzyme, cleavage between Gly149 and Ser150 within the SEA domain <14>; #3# SDS-PAGE and Western blot analysis, reducing conditions, non-activated enzyme, single-chain C-terminal fragment <74>; #3# SDS-PAGE under reducing conditions followed by Western blotting using an anti-matriptase catalytic domain antibody, non-activated C-terminal part <69>; #3# SDS-PAGE under reducing conditions followed by Western blotting using an anti-matriptase catalytic domain antibody, non-activated form of matriptase <69>; #3# Western blot analysis using conditioned medium, proteolytically inactive single-chain C-terminal fragment <66>; #1# x * 90000, SDS-PAGE <12>",90000.0,Mus musculus,,3.4.21.109
"#3# Western blot analysis, post-translational processed enzyme, cleavage between Gly149 and Ser150 within the SEA domain <14>; #3# SDS-PAGE and Western blot analysis, reducing conditions, non-activated enzyme, single-chain C-terminal fragment <74>; #3# SDS-PAGE under reducing conditions followed by Western blotting using an anti-matriptase catalytic domain antibody, non-activated C-terminal part <69>; #3# SDS-PAGE under reducing conditions followed by Western blotting using an anti-matriptase catalytic domain antibody, non-activated form of matriptase <69>; #3# Western blot analysis using conditioned medium, proteolytically inactive single-chain C-terminal fragment <66>; #1# x * 90000, SDS-PAGE <12>",90000.0,Rattus norvegicus,,3.4.21.109
"#2# SDS-PAGE and Western blot, reducing conditions, matriptase-hepatcyte growth factor activator inhibitor-1 complex <77>",130000.0,Homo sapiens,,3.4.21.109
"#2# immunoblotting, matripase-hepatocyte growth factor activator inhibitor-1 complex <19>",100000.0,Homo sapiens,,3.4.21.109
"#2# complexed form, SDS-PAGE <7>; #2# immunoblotting, 70000 active matripase plus full-length hepatocyte growth factor activator inhibitor-1 <13>; #2# SDS-PAGE, reducing condition, and Western blot, activated form of matriptase in complex with hepatocyte growth factor activator inhibitor 1 <76>; #2# x * 95000, single-chain latent enzyme, SDS-PAGE, x * 120000, active enzyme in complex with inhibitor HAI-1, SDS-PAGE <36>",120000.0,Homo sapiens,,3.4.21.109
"#2# and 95000 Da, SDS-PAGE, complex derived from milk <4>; #2# SDS-PAGE, full length enzyme <5>; #2# immunoblotting, full-length hepatocyte growth factor activator inhibitor-1 complexed with the serine protease domain of matripase <13>; #2# SDS-PAGE and Western blot, reducing conditions, cleaved form of the enzyme <77>; #2# Western blot analysis using seminal fluid, seminal fluid contains only activated matriptase in complex with hepatocyte growth factor activator inhibitor-1 (HAI-1), supposed 70 kDa active matriptase and a 15 kDa HAI-fragment <60>",85000.0,Homo sapiens,,3.4.21.109
"#2# serine protease domain, dimer, determined by SDS-PAGE and Western blot analysis <52>",60000.0,Homo sapiens,,3.4.21.109
"#2# refolded zymogen <16>; #2# amino acids 596-855, theoretical molecular mass <53>",29000.0,Homo sapiens,,3.4.21.109
#2# determined by SDS-PAGE <47>,26000.0,Homo sapiens,,3.4.21.109
#2# calculated molecular mass <53>,84000.0,Homo sapiens,,3.4.21.109
,88900.0,Homo sapiens,,3.4.21.109
"#2# Western blot analysis using seminal fluid, seminal fluid contains only activated matriptase in complex with antithrombin III, supposed 70 kDa active matriptase and a 40 kDa antithrombin III-fragment <60>",110.0,Homo sapiens,,3.4.21.109
"#3# catalytic domain, Asp603 - Val855, before treatment with enteropeptidase, determined by SDS-PAGE and Western blot analysis <50>; #2# serine protease domain, determined by SDS-PAGE and Western blot analysis <52>; #3# SDS-PAGE reducing conditions and Western blot using anti-rat matriptase catalytic domain anibody, designated pseudozymogen His6t-S-CD consisting of a spacer and the catalytical domain with an N-terminal His6-tag and a cleavage site for activation by enterokinase, after cleavage with enterokinase <70>; #2# x * 30000, catalytic domain of matriptase-2, SDS-PAGE <83>; #2# x * 70000, matriptase zymogen, SDS-PAGE, x * 30000, matriptase serine protease domain, SDS-PAGE <92>",30000.0,Homo sapiens,,3.4.21.109
"#3# catalytic domain, Asp603 - Val855, before treatment with enteropeptidase, determined by SDS-PAGE and Western blot analysis <50>; #2# serine protease domain, determined by SDS-PAGE and Western blot analysis <52>; #3# SDS-PAGE reducing conditions and Western blot using anti-rat matriptase catalytic domain anibody, designated pseudozymogen His6t-S-CD consisting of a spacer and the catalytical domain with an N-terminal His6-tag and a cleavage site for activation by enterokinase, after cleavage with enterokinase <70>; #2# x * 30000, catalytic domain of matriptase-2, SDS-PAGE <83>; #2# x * 70000, matriptase zymogen, SDS-PAGE, x * 30000, matriptase serine protease domain, SDS-PAGE <92>",30000.0,Rattus norvegicus,,3.4.21.109
"#2# immunoblotting, latent full-length matripase <13>; #3# SDS-PAGE and Western blot, reducing conditions, proteolytically inactive, single-chain matriptase C-terminal fragment found in both the apical and basolateral media of stably transfected Madin-Darby canine kidney cells <64>; #3# SDS-PAGE, reducing condition, protease inhibitor cocktail, Western blotting using an anti-myc antibody in a sample of medium, two bands 93 kDa and 33 kDa are visible. 93 kDa fragment represents released single-chain carboxyl-terminal part <63>",93000.0,Homo sapiens,,3.4.21.109
"#2# immunoblotting, latent full-length matripase <13>; #3# SDS-PAGE and Western blot, reducing conditions, proteolytically inactive, single-chain matriptase C-terminal fragment found in both the apical and basolateral media of stably transfected Madin-Darby canine kidney cells <64>; #3# SDS-PAGE, reducing condition, protease inhibitor cocktail, Western blotting using an anti-myc antibody in a sample of medium, two bands 93 kDa and 33 kDa are visible. 93 kDa fragment represents released single-chain carboxyl-terminal part <63>",93000.0,Rattus norvegicus,,3.4.21.109
"#2# and 85000 Da, SDS-PAGE, complex derived from milk <4>; #8# complex can be converted by boiling to matriptase plus a 40000 Da protein doublet <3>; #8# complexed with HAI-1, purified from milk, SDS-PAGE <2>; #2# gelatin zymography or immunoblotting, matripase/hepatocyte growth factor activator inhibitor complex <15>; #3# extracellular domains, Tyr81 - Val855, before treatment with enteropeptidase, determined by SDS-PAGE and Western blot analysis <50>; #2# Western blot analysis using seminal fluid or urine, seminal fluid or urine contain only activated matriptase in complex with hepatocyte growth factor activator inhibitor-1 (HAI-1), supposed 70 kDa active matriptase and a 25 kDa HAI-fragment <60>; #2# Western blot analysis, reducing conditions <72>; #2# x * 95000, full-length transmembrane isoform, SDS-PAGE, x * 80000, Gly149-early processed isoform, SDS-PAGE, x * 26000-29000, activated recombinant truncated wild-type catalytic domain, SDS-PAGE <38>; #2# x * 95000, single-chain latent enzyme, SDS-PAGE, x * 120000, active enzyme in complex with inhibitor HAI-1, SDS-PAGE <36>",95000.0,Homo sapiens,['Q9Y5Y6'],3.4.21.109
"#2# and 85000 Da, SDS-PAGE, complex derived from milk <4>; #8# complex can be converted by boiling to matriptase plus a 40000 Da protein doublet <3>; #8# complexed with HAI-1, purified from milk, SDS-PAGE <2>; #2# gelatin zymography or immunoblotting, matripase/hepatocyte growth factor activator inhibitor complex <15>; #3# extracellular domains, Tyr81 - Val855, before treatment with enteropeptidase, determined by SDS-PAGE and Western blot analysis <50>; #2# Western blot analysis using seminal fluid or urine, seminal fluid or urine contain only activated matriptase in complex with hepatocyte growth factor activator inhibitor-1 (HAI-1), supposed 70 kDa active matriptase and a 25 kDa HAI-fragment <60>; #2# Western blot analysis, reducing conditions <72>; #2# x * 95000, full-length transmembrane isoform, SDS-PAGE, x * 80000, Gly149-early processed isoform, SDS-PAGE, x * 26000-29000, activated recombinant truncated wild-type catalytic domain, SDS-PAGE <38>; #2# x * 95000, single-chain latent enzyme, SDS-PAGE, x * 120000, active enzyme in complex with inhibitor HAI-1, SDS-PAGE <36>",95000.0,Rattus norvegicus,['Q9Y5Y6'],3.4.21.109
"#2# and 85000 Da, SDS-PAGE, complex derived from milk <4>; #8# complex can be converted by boiling to matriptase plus a 40000 Da protein doublet <3>; #8# complexed with HAI-1, purified from milk, SDS-PAGE <2>; #2# gelatin zymography or immunoblotting, matripase/hepatocyte growth factor activator inhibitor complex <15>; #3# extracellular domains, Tyr81 - Val855, before treatment with enteropeptidase, determined by SDS-PAGE and Western blot analysis <50>; #2# Western blot analysis using seminal fluid or urine, seminal fluid or urine contain only activated matriptase in complex with hepatocyte growth factor activator inhibitor-1 (HAI-1), supposed 70 kDa active matriptase and a 25 kDa HAI-fragment <60>; #2# Western blot analysis, reducing conditions <72>; #2# x * 95000, full-length transmembrane isoform, SDS-PAGE, x * 80000, Gly149-early processed isoform, SDS-PAGE, x * 26000-29000, activated recombinant truncated wild-type catalytic domain, SDS-PAGE <38>; #2# x * 95000, single-chain latent enzyme, SDS-PAGE, x * 120000, active enzyme in complex with inhibitor HAI-1, SDS-PAGE <36>",95000.0,Homo sapiens,['Q9Y5Y6'],3.4.21.109
"#2# gelatin zymography or immunoblotting, matripase/hepatocyte growth factor activator inhibitor complex <15>; #3# Western blot analysis, unprocessed enzyme <14>; #8# matripase complex <46>",110000.0,Homo sapiens,['Q9Y5Y6'],3.4.21.109
"#2# gelatin zymography or immunoblotting, matripase/hepatocyte growth factor activator inhibitor complex <15>; #3# Western blot analysis, unprocessed enzyme <14>; #8# matripase complex <46>",110000.0,Rattus norvegicus,['Q9Y5Y6'],3.4.21.109
"#2# gelatin zymography or immunoblotting, matripase/hepatocyte growth factor activator inhibitor complex <15>; #3# Western blot analysis, unprocessed enzyme <14>; #8# matripase complex <46>",110000.0,Homo sapiens,['Q9Y5Y6'],3.4.21.109
"#8# noncomplexed form purified from T47D cells, SDS-PAGE <2>; #2# SDS-PAGE, recombinant protease domain <5>; #2# immunoblotting, membrane-bound enzyme <15>; #8# serine protease domain, identified by SDS-PAGE, Western blot analysis and LC-MS,MS, including serpin complex <46>; #2# x * 95000, full-length transmembrane isoform, SDS-PAGE, x * 80000, Gly149-early processed isoform, SDS-PAGE, x * 26000-29000, activated recombinant truncated wild-type catalytic domain, SDS-PAGE <38>",80000.0,Homo sapiens,['Q9Y5Y6'],3.4.21.109
"#8# noncomplexed form purified from T47D cells, SDS-PAGE <2>; #2# SDS-PAGE, recombinant protease domain <5>; #2# immunoblotting, membrane-bound enzyme <15>; #8# serine protease domain, identified by SDS-PAGE, Western blot analysis and LC-MS,MS, including serpin complex <46>; #2# x * 95000, full-length transmembrane isoform, SDS-PAGE, x * 80000, Gly149-early processed isoform, SDS-PAGE, x * 26000-29000, activated recombinant truncated wild-type catalytic domain, SDS-PAGE <38>",80000.0,Homo sapiens,['Q9Y5Y6'],3.4.21.109
"#8# calculated from nucleic acid sequence <3>; #2# by immunoblotting or zymography <20>; #2# gelatin zymography, soluble active enzyme <15>; #2# x * 75000, native enzyme, SDS-PAGE <28>",75000.0,Homo sapiens,['Q9Y5Y6'],3.4.21.109
"#8# calculated from nucleic acid sequence <3>; #2# by immunoblotting or zymography <20>; #2# gelatin zymography, soluble active enzyme <15>; #2# x * 75000, native enzyme, SDS-PAGE <28>",75000.0,Homo sapiens,['Q9Y5Y6'],3.4.21.109
"#8# SDS-PAGE <6>; #2# non-complexed form, SDS-PAGE <7>; #2# immunoblotting, latent NH2 terminal processed form matripase <13>; #2# SDS-PAGE, reducing condition, and Western blot, latent form of matriptase <76>; #2,8# x * 70000, SDS-PAGE <80,82>; #8# 1 * 70000 + 1 * 240000, complex purified from milk, SDS-PAGE <2>; #2# x * 70000, inactive zymogen, SDS-PAGE <25>; #2# x * 70000, matriptase zymogen, SDS-PAGE, x * 30000, matriptase serine protease domain, SDS-PAGE <92>",70000.0,Homo sapiens,['Q9Y5Y6'],3.4.21.109
"#8# SDS-PAGE <6>; #2# non-complexed form, SDS-PAGE <7>; #2# immunoblotting, latent NH2 terminal processed form matripase <13>; #2# SDS-PAGE, reducing condition, and Western blot, latent form of matriptase <76>; #2,8# x * 70000, SDS-PAGE <80,82>; #8# 1 * 70000 + 1 * 240000, complex purified from milk, SDS-PAGE <2>; #2# x * 70000, inactive zymogen, SDS-PAGE <25>; #2# x * 70000, matriptase zymogen, SDS-PAGE, x * 30000, matriptase serine protease domain, SDS-PAGE <92>",70000.0,Homo sapiens,['Q9Y5Y6'],3.4.21.109
"#3# under non-reducing conditions in a sample of medium three bands 61 kDa, 55 kDa, 43 kDa are visible using Western blotting with a anti-myc antibody <63>",61000.0,Rattus norvegicus,,3.4.21.109
"#3# catalytic domain, Asp603 - Val855, before treatment with enteropeptidase, determined by SDS-PAGE and Western blot analysis <50>",40000.0,Rattus norvegicus,,3.4.21.109
"#3# under non-reducing conditions in a sample of medium three bands 61 kDa, 55 kDa, 43 kDa are visible using Western blotting with a anti-myc antibody <63>",55000.0,Rattus norvegicus,,3.4.21.109
"#3# under non-reducing conditions in a sample of medium three bands 61 kDa, 55 kDa, 43 kDa are visible using Western blotting with a anti-myc antibody <63>",43000.0,Rattus norvegicus,,3.4.21.109
"#3# catalytic domain, Asp603 - Val855, before treatment with enteropeptidase, determined by SDS-PAGE and Western blot analysis <50>",35000.0,Rattus norvegicus,,3.4.21.109
"#3# SDS-PAGE reducing and non-reducing conditions and Western blot using anti-rat matriptase catalytic domain anibody, designated pseudozymogen His6t-S-CD consisting of a spacer and the catalytical domain with an N-terminal His6-tag and a cleavage site for activation by enterokinase, before cleavage with enterokinase <70>",32000.0,Rattus norvegicus,,3.4.21.109
"#3# catalytic domain, Asp603 - Val855, after treatment with enteropeptidase, determined by SDS-PAGE and Western blot analysis <50>; #3# extracellular domains, Tyr81 - Val855, after treatment with enteropeptidase, determined by SDS-PAGE and Western blot analysis <50>; #3# SDS-PAGE and Western blot analysis, reducing conditions, activated matriptase, disulfide-linked two-chain C-terminal fragment <74>; #3# SDS-PAGE under reducing conditions followed by Western blotting using an anti-matriptase catalytic domain antibody, activated C-terminal part consiting of the catalytic domain <69>; #3# SDS-PAGE under reducing conditions followed by Western blotting using an anti-matriptase catalytic domain antibody, activated form of matriptase <69>; #3# Western blot analysis using conditioned medium, catalytic domain of proteolytically active two-chain matriptase C-terminal fragment <66>",28000.0,Rattus norvegicus,,3.4.21.109
"#3# SDS-PAGE and Western blot, reducing conditions, proteolytically active, disulfide two-chain matriptase C-terminal fragment found in both the apical and basolateral media of stably transfected Madin-Darby canine kidney cells <64>; #3# SDS-PAGE, reducing condition, protease inhibitor cocktail, Western blotting using an anti-myc antibody in a sample of medium, two bands 93 kDa and 33 kDa are visible, 33 kDa fragment is a cleavage product of the carboxyl-terminal part <63>",33000.0,Rattus norvegicus,,3.4.21.109
"#8# 1 * 70000 + 1 * 240000, complex purified from milk, SDS-PAGE <2>",240000.0,Homo sapiens,['Q9Y5Y6'],3.4.21.109
"#8# serine protease domain, identified by SDS-PAGE, Western blot analysis and LC-MS,MS, without serpin complex <46>",25000.0,Homo sapiens,['Q9Y5Y6'],3.4.21.109
"#8# noncatalytic domain, identified by SDS-PAGE, Western blot analysis and LC-MS,MS <46>",45000.0,Homo sapiens,['Q9Y5Y6'],3.4.21.109
#4# predicted from cDNA <20>,123300.0,Streptococcus iniae,,3.4.21.110
"#1# SDS-PAGE, maltose binding protein-proaqualysin I fusion protein <22>",80000.0,Thermus aquaticus,"#1# carboxylesterase 1 fragment <1,3,5,8,9,10,12,14>",3.4.21.111
"#1# precursor protein, SDS-PAGE <2,3,10,17>; #1# precursor with a C-terminal pro sequence from the membrane fraction of Escherichia coli cells <18>",38000.0,Thermus aquaticus,"#1# carboxylesterase 1 fragment <1,3,5,8,9,10,12,14>",3.4.21.111
"#1# ProA peptide, gel filtration <16>",14000.0,Thermus aquaticus,"#1# carboxylesterase 1 fragment <1,3,5,8,9,10,12,14>",3.4.21.111
#1# SDS-PAGE <12>,28500.0,Thermus aquaticus,"#1# carboxylesterase 1 fragment <1,3,5,8,9,10,12,14>",3.4.21.111
"#1# ProA peptide, calculated from nucleic acid sequence <16>",12090.0,Thermus aquaticus,"#1# carboxylesterase 1 fragment <1,3,5,8,9,10,12,14>",3.4.21.111
#1# calculated <18>,28350.0,Thermus aquaticus,"#1# carboxylesterase 1 fragment <1,3,5,8,9,10,12,14>",3.4.21.111
"#1# synthesized as a large precursor, calculated <18>",53910.0,Thermus aquaticus,"#1# carboxylesterase 1 fragment <1,3,5,8,9,10,12,14>",3.4.21.111
"#1,2# SDS-PAGE <5,13>; #1# mature protein, SDS-PAGE <10>; #1# mature protein after heat treatment, SDS-PAGE <2,3,17>; #1# SDS-PAGE, mature aqualysin I <22>; #1# x * 28000, SDS-PAGE <20>",28000.0,Thermus thermophilus,"#1# carboxylesterase 1 fragment <1,3,5,8,9,10,12,14>",3.4.21.111
"#1,2# SDS-PAGE <5,13>; #1# mature protein, SDS-PAGE <10>; #1# mature protein after heat treatment, SDS-PAGE <2,3,17>; #1# SDS-PAGE, mature aqualysin I <22>; #1# x * 28000, SDS-PAGE <20>",28000.0,Thermus aquaticus,"#1# carboxylesterase 1 fragment <1,3,5,8,9,10,12,14>",3.4.21.111
"#12# x * 100000, about, SDS-PAGE <36>",100000.0,Homo sapiens,['Q14703'],3.4.21.112
"#6# zymogen, SDS-PAGE <8>",148000.0,Homo sapiens,,3.4.21.112
#6# gel filtration <23>,91000.0,Homo sapiens,,3.4.21.112
#6# sequence analysis <23>,92300.0,Homo sapiens,,3.4.21.112
"#6# St-2 protein, time-of-flight mass spectrometry <19>",8500.0,Homo sapiens,,3.4.21.112
"#6# SDS-PAGE <6>; #7# SDS-PAGE, expressed as a soluble enzyme in mineralizing UMR 106 cells <24>",98000.0,Rattus norvegicus,,3.4.21.112
